sku_id,period,week_start,forecast_step,forecast_units,forecast_lo80,forecast_hi80
NBL-1120,2026-07-21/2026-07-27,2026-07-27,3.0,675.2935668446161,636.4375907591068,714.1495429301253
NBL-1121,2026-07-21/2026-07-27,2026-07-27,3.0,245.1769345689702,221.54891597241692,268.8049531655235
NBL-1122,2026-07-21/2026-07-27,2026-07-27,3.0,282.72198340845006,249.11357903045425,316.33038778644584
NBL-1123,2026-07-21/2026-07-27,2026-07-27,3.0,163.43666726171216,144.76298376187484,182.11035076154948
NBL-1124,2026-07-21/2026-07-27,2026-07-27,3.0,281.5099848934793,257.9673763624768,305.05259342448187
NBL-1125,2026-07-21/2026-07-27,2026-07-27,3.0,301.0050403884826,270.50950652090364,331.50057425606155
NBL-1126,2026-07-21/2026-07-27,2026-07-27,3.0,240.23372123494102,216.6940808769103,263.7733615929717
NBL-1127,2026-07-21/2026-07-27,2026-07-27,3.0,235.47482787693585,211.78739145786366,259.162264296008
NBL-1128,2026-07-21/2026-07-27,2026-07-27,3.0,734.6042334779731,702.3969912055071,766.8114757504392
NBL-1129,2026-07-21/2026-07-27,2026-07-27,3.0,7.2071965006217065,4.655775652852037,9.758617348391375
NBL-1130,2026-07-21/2026-07-27,2026-07-27,3.0,77.46488104279275,61.57211823411079,93.35764385147472
NBL-1131,2026-07-21/2026-07-27,2026-07-27,3.0,34.497425128807706,22.63390921586096,46.36094104175445
NBL-1132,2026-07-21/2026-07-27,2026-07-27,3.0,73.10621914816963,61.06392168167942,85.14851661465984
NBL-1133,2026-07-21/2026-07-27,2026-07-27,3.0,630.6027637748439,596.9563851533957,664.2491423962921
NBL-1134,2026-07-21/2026-07-27,2026-07-27,3.0,221.20890443624145,197.43110431165215,244.98670456083076
NBL-1135,2026-07-21/2026-07-27,2026-07-27,3.0,266.04252739391933,239.84002060784914,292.2450341799895
NBL-1136,2026-07-21/2026-07-27,2026-07-27,3.0,290.18023243276974,259.4727778952106,320.8876869703289
NBL-1137,2026-07-21/2026-07-27,2026-07-27,3.0,231.95421389623522,207.63171972354314,256.2767080689273
NBL-1138,2026-07-21/2026-07-27,2026-07-27,3.0,202.80757388562125,181.22738094095396,224.38776683028854
NBL-1139,2026-07-21/2026-07-27,2026-07-27,3.0,607.7068998680109,571.7611377715457,643.652661964476
NBL-1140,2026-07-21/2026-07-27,2026-07-27,3.0,214.6283424418043,184.84816152524866,244.40852335835996
NBL-1141,2026-07-21/2026-07-27,2026-07-27,3.0,670.3544595061799,631.5343323108709,709.1745867014888
NBL-1142,2026-07-21/2026-07-27,2026-07-27,3.0,17.210971836824584,11.108254694603243,23.313688979045924
NBL-1143,2026-07-21/2026-07-27,2026-07-27,3.0,136.43719504408529,122.16048540366694,150.71390468450363
NBL-1144,2026-07-21/2026-07-27,2026-07-27,3.0,70.5505787259679,57.46808522617123,83.63307222576455
NBL-1145,2026-07-21/2026-07-27,2026-07-27,3.0,416.2821117417391,387.1153610261653,445.4488624573128
NBL-1146,2026-07-21/2026-07-27,2026-07-27,3.0,122.00256994288283,100.26081538685474,143.7443244989109
NBL-1147,2026-07-21/2026-07-27,2026-07-27,3.0,253.7018447456992,224.86674607361505,282.53694341778333
NBL-1148,2026-07-21/2026-07-27,2026-07-27,3.0,204.67089266529192,183.78745841748307,225.55432691310077
NBL-1149,2026-07-21/2026-07-27,2026-07-27,3.0,570.9540457457518,539.8861634820397,602.021928009464
NBL-1000,2026-07-28/2026-08-03,2026-08-03,4.0,408.0352564049972,372.1372889624358,443.9332238475586
NBL-1001,2026-07-28/2026-08-03,2026-08-03,4.0,243.38682078435176,219.23239693369695,267.54124463500654
NBL-1002,2026-07-28/2026-08-03,2026-08-03,4.0,725.6386786404738,693.1541873910038,758.1231698899438
NBL-1003,2026-07-28/2026-08-03,2026-08-03,4.0,223.02811986513683,197.1930785068935,248.86316122338016
NBL-1004,2026-07-28/2026-08-03,2026-08-03,4.0,418.5602166552113,381.4627378085383,455.65769550188435
NBL-1005,2026-07-28/2026-08-03,2026-08-03,4.0,14.745616767887292,7.15741248324218,22.333821052532404
NBL-1006,2026-07-28/2026-08-03,2026-08-03,4.0,278.33096967988644,251.7933543185822,304.86858504119067
NBL-1007,2026-07-28/2026-08-03,2026-08-03,4.0,327.13321148336786,294.88541735678507,359.38100560995065
NBL-1008,2026-07-28/2026-08-03,2026-08-03,4.0,135.69938689983206,118.20701713876751,153.19175666089663
NBL-1009,2026-07-28/2026-08-03,2026-08-03,4.0,121.74344590445529,101.0467698668022,142.44012194210836
NBL-1010,2026-07-28/2026-08-03,2026-08-03,4.0,284.8891483658875,253.42695527441202,316.35134145736293
NBL-1011,2026-07-28/2026-08-03,2026-08-03,4.0,211.51180456043048,192.7678719149083,230.25573720595264
NBL-1012,2026-07-28/2026-08-03,2026-08-03,4.0,127.08003957395557,111.86905173482836,142.2910274130828
NBL-1013,2026-07-28/2026-08-03,2026-08-03,4.0,36.16224369525023,28.10252300822057,44.22196438227989
NBL-1014,2026-07-28/2026-08-03,2026-08-03,4.0,175.78605361461146,151.54866892446174,200.02343830476119
NBL-1015,2026-07-28/2026-08-03,2026-08-03,4.0,100.43812306107868,86.63165467704958,114.24459144510779
NBL-1016,2026-07-28/2026-08-03,2026-08-03,4.0,73.33633223477878,60.23865743215283,86.43400703740474
NBL-1017,2026-07-28/2026-08-03,2026-08-03,4.0,119.40461921962158,103.16377937304803,135.64545906619514
NBL-1018,2026-07-28/2026-08-03,2026-08-03,4.0,342.1596522162997,309.95508168904473,374.3642227435547
NBL-1019,2026-07-28/2026-08-03,2026-08-03,4.0,68.46720641898592,53.47663961821668,83.45777321975517
NBL-1020,2026-07-28/2026-08-03,2026-08-03,4.0,563.1245785619465,533.0615730250805,593.1875840988124
NBL-1021,2026-07-28/2026-08-03,2026-08-03,4.0,581.791492341888,550.7743069421776,612.8086777415983
NBL-1022,2026-07-28/2026-08-03,2026-08-03,4.0,600.5828790713956,554.1144513401421,647.0513068026492
NBL-1023,2026-07-28/2026-08-03,2026-08-03,4.0,197.03586228473665,173.25476714169312,220.81695742778018
NBL-1024,2026-07-28/2026-08-03,2026-08-03,4.0,470.31590819923224,447.00683266818936,493.6249837302751
NBL-1025,2026-07-28/2026-08-03,2026-08-03,4.0,543.8796961178393,506.3834015959386,581.37599063974
NBL-1026,2026-07-28/2026-08-03,2026-08-03,4.0,229.0807784408983,206.16948145261188,251.99207542918475
NBL-1027,2026-07-28/2026-08-03,2026-08-03,4.0,78.54120501272428,65.63758299599476,91.44482702945379
NBL-1028,2026-07-28/2026-08-03,2026-08-03,4.0,141.5130253243392,123.00806757886177,160.01798306981664
NBL-1029,2026-07-28/2026-08-03,2026-08-03,4.0,153.16054852920772,130.69042308176947,175.63067397664597
NBL-1030,2026-07-28/2026-08-03,2026-08-03,4.0,279.5254021918963,253.35955079780666,305.691253585986
